,X,Director,Category,Cast1,Cast2,Cast3,Duration,Rating
8625,32,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8626,35,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8627,48,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8628,50,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8629,7,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8630,12,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8631,13,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8632,24,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8633,25,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8634,26,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8635,28,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8636,31,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8637,34,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8638,47,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8639,49,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8640,6,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8641,11,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8642,12,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8643,23,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8644,24,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8645,25,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8646,27,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8647,30,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8648,33,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8649,46,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8650,48,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8651,5,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8652,10,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8653,11,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8654,22,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8655,23,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8656,24,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8657,26,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8658,29,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8659,32,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8660,45,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8661,47,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8662,4,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8663,9,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8664,10,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8665,21,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8666,22,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8667,23,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8668,25,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8669,28,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8670,31,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8671,44,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8672,46,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8673,50,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8674,3,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8675,8,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8676,9,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8677,20,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8678,21,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8679,22,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8680,24,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8681,27,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8682,30,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8683,43,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8684,45,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8685,49,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8686,2,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8687,7,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8688,8,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8689,19,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8690,20,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8691,21,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8692,23,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8693,26,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8694,29,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8695,42,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8696,44,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8697,48,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8698,1,Jorge R. Gutiérrez,Animation | Adventure | Comedy | Family | Fantasy | Romance,Diego Luna,Zoe Saldana,Channing Tatum,95 mins.,7.3
8699,6,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8700,7,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8701,18,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8702,19,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8703,20,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8704,22,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8705,25,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8706,28,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8707,41,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8708,43,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8709,47,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8710,50,Christian Petzold,Drama,Nina Hoss,Ronald Zehrfeld,Nina Kunzendorf,98 mins.,7.3
8711,5,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8712,6,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8713,17,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8714,18,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8715,19,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8716,21,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8717,24,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8718,27,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8719,40,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8720,42,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8721,46,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8722,49,Christian Petzold,Drama,Nina Hoss,Ronald Zehrfeld,Nina Kunzendorf,98 mins.,7.3
8723,4,Theodore Melfi,Comedy | Drama,Bill Murray,Melissa McCarthy,Naomi Watts,102 mins.,7.3
8724,5,Morgan Matthews,Drama,Asa Butterfield,Rafe Spall,Sally Hawkins,111 mins.,7.2
8725,16,Michael Cuesta,Biography | Crime | Drama | Mystery | Thriller,Jeremy Renner,Robert Patrick,Jena Sims,112 mins.,7
8726,17,Tim Burton,Biography | Crime | Drama | Romance,Amy Adams,Christoph Waltz,Danny Huston,106 mins.,7
8727,18,Dean DeBlois,Animation | Action | Adventure | Comedy | Family | Fantasy,Jay Baruchel,Cate Blanchett,Gerard Butler,102 mins.,7.9
8728,20,Jaume Collet-Serra,Action | Mystery | Thriller,Liam Neeson,Julianne Moore,Scoot McNairy,106 mins.,7
8729,23,Paul King,Comedy | Family,Hugh Bonneville,Sally Hawkins,Julie Walters,95 mins.,7.2
8730,26,Ramin Bahrani,Drama,Andrew Garfield,Michael Shannon,Laura Dern,112 mins.,7.2
8731,39,Lasse Hallström,Comedy | Drama,Helen Mirren,Om Puri,Manish Dayal,122 mins.,7.3
8732,41,Stephen Daldry,Adventure | Crime | Drama | Mystery | Thriller,Christian Duurvoort,Rickson Tevez,Eduardo Luis,114 mins.,7.2
8733,45,Maya Forbes,Comedy | Drama,Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,90 mins.,7
8734,48,Christian Petzold,Drama,Nina Hoss,Ronald Zehrfeld,Nina Kunzendorf,98 mins.,7.3
8735,1,J.J. Abrams,Action | Adventure | Fantasy | Sci-Fi,Daisy Ridley,John Boyega,Oscar Isaac,135 mins.,8.5
8736,2,Quentin Tarantino,Comedy | Drama | Mystery | Thriller | Western,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,187 mins.,8.1
8737,3,Alejandro González Iñárritu,Adventure | Drama | Thriller | Western,Leonardo DiCaprio,Tom Hardy,Will Poulter,156 mins.,8.3
8738,5,Adam McKay,Biography | Drama,Christian Bale,Steve Carell,Ryan Gosling,130 mins.,8.1
8739,7,Ridley Scott,Adventure | Drama | Sci-Fi,Matt Damon,Jessica Chastain,Kristen Wiig,144 mins.,8.1
8740,8,Ryan Coogler,Drama | Sport,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,133 mins.,8.1
8741,9,Denis Villeneuve,Action | Crime | Drama | Mystery | Thriller,Emily Blunt,Josh Brolin,Benicio Del Toro,121 mins.,7.8
8742,13,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Christoph Waltz,Léa Seydoux,148 mins.,7
8743,14,Peter Landesman,Drama | Sport,Will Smith,Alec Baldwin,Albert Brooks,123 mins.,7.1
8744,15,Ron Howard,Action | Adventure | Biography | Drama | History | Thriller,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,122 mins.,7
8745,17,Steven Spielberg,Biography | Drama | Thriller,Tom Hanks,Mark Rylance,Alan Alda,141 mins.,7.8
8746,18,Brian Helgeland,Biography | Crime | Drama | Thriller,Tom Hardy,Emily Browning,Taron Egerton,132 mins.,7.2
8747,20,Tom McCarthy,Biography | Drama | History | Thriller,Mark Ruffalo,Michael Keaton,Rachel McAdams,128 mins.,8.4
8748,21,Peyton Reed,Action | Adventure | Sci-Fi,Paul Rudd,Michael Douglas,Corey Stoll,117 mins.,7.5
8749,22,Joss Whedon,Action | Adventure | Sci-Fi,Robert Downey Jr.,Chris Evans,Mark Ruffalo,141 mins.,7.6
8750,23,George Miller,Action | Adventure | Sci-Fi | Thriller,Tom Hardy,Charlize Theron,Nicholas Hoult,120 mins.,8.2
8751,25,Pete Docter,Animation | Adventure | Comedy | Drama | Family | Fantasy,Ronnie Del Carmen,Amy Poehler,Bill Hader,95 mins.,8.3
8752,26,Guy Ritchie,Action | Adventure | Comedy,Henry Cavill,Armie Hammer,Alicia Vikander,116 mins.,7.4
8753,27,Alex Garland,Drama | Mystery | Sci-Fi,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,108 mins.,7.7
8754,28,Christopher McQuarrie,Action | Adventure | Thriller,Tom Cruise,Rebecca Ferguson,Jeremy Renner,131 mins.,7.5
8755,29,Duke Johnson,Animation | Comedy | Drama | Romance,Charlie Kaufman,David Thewlis,Jennifer Jason Leigh,90 mins.,7.7
8756,30,Todd Haynes,Drama | Romance,Cate Blanchett,Rooney Mara,Sarah Paulson,118 mins.,7.6
8757,31,Nancy Meyers,Comedy,Robert De Niro,Anne Hathaway,Rene Russo,121 mins.,7.2
8758,33,Colin Trevorrow,Action | Adventure | Sci-Fi | Thriller,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,124 mins.,7.1
8759,34,Francis Lawrence,Adventure | Sci-Fi,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,137 mins.,7
8760,35,Peter Sohn,Animation | Adventure | Comedy | Family | Fantasy,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,93 mins.,7
8761,36,Lenny Abrahamson,Drama,Brie Larson,Jacob Tremblay,Sean Bridgers,118 mins.,8.3
8762,38,John Crowley,Drama | Romance,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,111 mins.,7.8
8763,40,Yorgos Lanthimos,Comedy | Drama | Romance | Sci-Fi | Thriller,Jacqueline Abrahams,Roger Ashton-Griffiths,Jessica Barden,118 mins.,7.4
8764,43,Baltasar Kormákur,Adventure | Biography | Drama | History | Thriller,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,121 mins.,7.1
8765,44,Marielle Heller,Drama | Romance,Bel Powley,Alexander Skarsgård,Kristen Wiig,102 mins.,7
8766,46,Jay Roach,Biography | Drama,Bryan Cranston,Diane Lane,Helen Mirren,124 mins.,7.5
8767,47,Robert Zemeckis,Adventure | Biography | Drama | Thriller,Joseph Gordon-Levitt,Charlotte Le Bon,Guillaume Baillargeon,123 mins.,7.5
8768,48,Kenneth Branagh,Drama | Family | Fantasy | Romance,Lily James,Cate Blanchett,Richard Madden,105 mins.,7
8769,49,Danny Boyle,Biography | Drama,Michael Fassbender,Kate Winslet,Seth Rogen,122 mins.,7.6
8770,1,Quentin Tarantino,Comedy | Drama | Mystery | Thriller | Western,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,187 mins.,8.1
8771,2,Alejandro González Iñárritu,Adventure | Drama | Thriller | Western,Leonardo DiCaprio,Tom Hardy,Will Poulter,156 mins.,8.3
8772,4,Adam McKay,Biography | Drama,Christian Bale,Steve Carell,Ryan Gosling,130 mins.,8.1
8773,6,Ridley Scott,Adventure | Drama | Sci-Fi,Matt Damon,Jessica Chastain,Kristen Wiig,144 mins.,8.1
8774,7,Ryan Coogler,Drama | Sport,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,133 mins.,8.1
8775,8,Denis Villeneuve,Action | Crime | Drama | Mystery | Thriller,Emily Blunt,Josh Brolin,Benicio Del Toro,121 mins.,7.8
8776,12,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Christoph Waltz,Léa Seydoux,148 mins.,7
8777,13,Peter Landesman,Drama | Sport,Will Smith,Alec Baldwin,Albert Brooks,123 mins.,7.1
8778,14,Ron Howard,Action | Adventure | Biography | Drama | History | Thriller,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,122 mins.,7
8779,16,Steven Spielberg,Biography | Drama | Thriller,Tom Hanks,Mark Rylance,Alan Alda,141 mins.,7.8
8780,17,Brian Helgeland,Biography | Crime | Drama | Thriller,Tom Hardy,Emily Browning,Taron Egerton,132 mins.,7.2
8781,19,Tom McCarthy,Biography | Drama | History | Thriller,Mark Ruffalo,Michael Keaton,Rachel McAdams,128 mins.,8.4
8782,20,Peyton Reed,Action | Adventure | Sci-Fi,Paul Rudd,Michael Douglas,Corey Stoll,117 mins.,7.5
8783,21,Joss Whedon,Action | Adventure | Sci-Fi,Robert Downey Jr.,Chris Evans,Mark Ruffalo,141 mins.,7.6
8784,22,George Miller,Action | Adventure | Sci-Fi | Thriller,Tom Hardy,Charlize Theron,Nicholas Hoult,120 mins.,8.2
8785,24,Pete Docter,Animation | Adventure | Comedy | Drama | Family | Fantasy,Ronnie Del Carmen,Amy Poehler,Bill Hader,95 mins.,8.3
8786,25,Guy Ritchie,Action | Adventure | Comedy,Henry Cavill,Armie Hammer,Alicia Vikander,116 mins.,7.4
8787,26,Alex Garland,Drama | Mystery | Sci-Fi,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,108 mins.,7.7
8788,27,Christopher McQuarrie,Action | Adventure | Thriller,Tom Cruise,Rebecca Ferguson,Jeremy Renner,131 mins.,7.5
8789,28,Duke Johnson,Animation | Comedy | Drama | Romance,Charlie Kaufman,David Thewlis,Jennifer Jason Leigh,90 mins.,7.7
8790,29,Todd Haynes,Drama | Romance,Cate Blanchett,Rooney Mara,Sarah Paulson,118 mins.,7.6
8791,30,Nancy Meyers,Comedy,Robert De Niro,Anne Hathaway,Rene Russo,121 mins.,7.2
8792,32,Colin Trevorrow,Action | Adventure | Sci-Fi | Thriller,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,124 mins.,7.1
8793,33,Francis Lawrence,Adventure | Sci-Fi,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,137 mins.,7
8794,34,Peter Sohn,Animation | Adventure | Comedy | Family | Fantasy,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,93 mins.,7
8795,35,Lenny Abrahamson,Drama,Brie Larson,Jacob Tremblay,Sean Bridgers,118 mins.,8.3
8796,37,John Crowley,Drama | Romance,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,111 mins.,7.8
8797,39,Yorgos Lanthimos,Comedy | Drama | Romance | Sci-Fi | Thriller,Jacqueline Abrahams,Roger Ashton-Griffiths,Jessica Barden,118 mins.,7.4
8798,42,Baltasar Kormákur,Adventure | Biography | Drama | History | Thriller,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,121 mins.,7.1
8799,43,Marielle Heller,Drama | Romance,Bel Powley,Alexander Skarsgård,Kristen Wiig,102 mins.,7
8800,45,Jay Roach,Biography | Drama,Bryan Cranston,Diane Lane,Helen Mirren,124 mins.,7.5
8801,46,Robert Zemeckis,Adventure | Biography | Drama | Thriller,Joseph Gordon-Levitt,Charlotte Le Bon,Guillaume Baillargeon,123 mins.,7.5
8802,47,Kenneth Branagh,Drama | Family | Fantasy | Romance,Lily James,Cate Blanchett,Richard Madden,105 mins.,7
8803,48,Danny Boyle,Biography | Drama,Michael Fassbender,Kate Winslet,Seth Rogen,122 mins.,7.6
8804,1,Alejandro González Iñárritu,Adventure | Drama | Thriller | Western,Leonardo DiCaprio,Tom Hardy,Will Poulter,156 mins.,8.3
8805,3,Adam McKay,Biography | Drama,Christian Bale,Steve Carell,Ryan Gosling,130 mins.,8.1
8806,5,Ridley Scott,Adventure | Drama | Sci-Fi,Matt Damon,Jessica Chastain,Kristen Wiig,144 mins.,8.1
8807,6,Ryan Coogler,Drama | Sport,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,133 mins.,8.1
8808,7,Denis Villeneuve,Action | Crime | Drama | Mystery | Thriller,Emily Blunt,Josh Brolin,Benicio Del Toro,121 mins.,7.8
8809,11,Sam Mendes,Action | Adventure | Thriller,Daniel Craig,Christoph Waltz,Léa Seydoux,148 mins.,7
8810,12,Peter Landesman,Drama | Sport,Will Smith,Alec Baldwin,Albert Brooks,123 mins.,7.1
8811,13,Ron Howard,Action | Adventure | Biography | Drama | History | Thriller,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,122 mins.,7
8812,15,Steven Spielberg,Biography | Drama | Thriller,Tom Hanks,Mark Rylance,Alan Alda,141 mins.,7.8
8813,16,Brian Helgeland,Biography | Crime | Drama | Thriller,Tom Hardy,Emily Browning,Taron Egerton,132 mins.,7.2
8814,18,Tom McCarthy,Biography | Drama | History | Thriller,Mark Ruffalo,Michael Keaton,Rachel McAdams,128 mins.,8.4
8815,19,Peyton Reed,Action | Adventure | Sci-Fi,Paul Rudd,Michael Douglas,Corey Stoll,117 mins.,7.5
8816,20,Joss Whedon,Action | Adventure | Sci-Fi,Robert Downey Jr.,Chris Evans,Mark Ruffalo,141 mins.,7.6
8817,21,George Miller,Action | Adventure | Sci-Fi | Thriller,Tom Hardy,Charlize Theron,Nicholas Hoult,120 mins.,8.2
8818,23,Pete Docter,Animation | Adventure | Comedy | Drama | Family | Fantasy,Ronnie Del Carmen,Amy Poehler,Bill Hader,95 mins.,8.3
8819,24,Guy Ritchie,Action | Adventure | Comedy,Henry Cavill,Armie Hammer,Alicia Vikander,116 mins.,7.4
8820,25,Alex Garland,Drama | Mystery | Sci-Fi,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,108 mins.,7.7
8821,26,Christopher McQuarrie,Action | Adventure | Thriller,Tom Cruise,Rebecca Ferguson,Jeremy Renner,131 mins.,7.5
8822,27,Duke Johnson,Animation | Comedy | Drama | Romance,Charlie Kaufman,David Thewlis,Jennifer Jason Leigh,90 mins.,7.7
